,Player,TEST_Span,TEST_Matches,TEST_Innings,TEST_Not-Outs,TEST_RunsMade,TESTHighest-Score,TEST_Batting_Average,TEST_Hundereds,TEST_Fifties,TEST_Ducks
1075,Danish Kaneria (PAK),2000-2010,61,84,33,360,29,7.05,0,0,25
1076,CMW Read (ENG),1999-2007,15,23,4,360,55,18.94,0,1,5
1077,PS de Villiers (SA),1993-1998,18,26,7,359,67*,18.89,0,2,3
1078,HJH Scott (AUS),1884-1886,8,14,1,359,102,27.61,1,1,0
1079,ID Craig (AUS),1953-1958,11,18,0,358,53,19.88,0,2,3
1080,BC Rose (ENG),1977-1981,9,16,2,358,70,25.57,0,2,0
1081,P Holmes (ENG),1921-1932,7,14,1,357,88,27.46,0,4,3
1082,Ibrahim Zadran (AFG),2019-2021,4,8,0,356,87,44.50,0,3,0
1083,SJ Pegler (SA),1910-1924,16,28,5,356,35*,15.47,0,0,6
1084,AJ Bichel (AUS),1997-2003,19,22,1,355,71,16.90,0,1,3
1085,JMM Commaille (SA),1910-1928,12,22,1,355,47,16.90,0,0,1
1086,BW Hilfenhaus (AUS),2009-2012,27,38,12,355,56*,13.65,0,1,8
1087,PNF Mansell (SA),1951-1955,13,22,2,355,90,17.75,0,2,3
1088,MS Nichols (ENG),1930-1939,14,19,7,355,78*,29.58,0,2,0
1089,MB Poore (NZ),1953-1956,14,24,1,355,45,15.43,0,0,6
1090,WA Shalders (SA),1899-1907,12,23,1,355,42,16.13,0,0,4
1091,RT Spooner (ENG),1951-1955,7,14,1,354,92,27.23,0,3,3
1092,MN Hart (NZ),1994-1995,14,24,4,353,45,17.65,0,0,3
1093,Hashmatullah Shahidi (AFG),2018-2021,5,10,4,353,200*,58.83,1,1,0
1094,BL Irvine (SA),1970-1970,4,7,0,353,102,50.42,1,2,0
1095,SAR Silva (SL),1983-1988,9,16,2,353,111,25.21,2,0,1
1096,HB Taber (AUS),1966-1970,16,27,5,353,48,16.04,0,0,3
1097,SB Joshi (INDIA),1996-2000,15,19,2,352,92,20.70,0,1,2
1098,KA Jamieson (NZ),2020-2022,14,18,3,351,51*,23.40,0,1,2
1099,JG Leggat (NZ),1952-1956,9,18,2,351,61,21.93,0,2,1
1100,S Matsikenyeri (ZIM),2003-2005,8,16,1,351,57,23.40,0,2,0
1101,DK Gaekwad (INDIA),1952-1961,11,20,1,350,52,18.42,0,1,3
1102,P Lever (ENG),1970-1975,17,18,2,350,88*,21.87,0,2,1
1103,CK Nayudu (INDIA),1932-1936,7,14,0,350,81,25.00,0,2,0
1104,SCG MacGill (AUS),1998-2008,44,47,11,349,43,9.69,0,0,12
1105,CR Matthews (SA),1992-1995,18,25,6,348,62*,18.31,0,1,4
1106,EP Nupen (SA),1921-1936,17,31,7,348,69,14.50,0,2,5
1107,Jahurul Islam (BAN),2010-2013,7,14,1,347,48,26.69,0,0,2
1108,PS Masvaure (ZIM),2016-2021,8,15,1,346,65,24.71,0,3,2
1109,LSM Miller (NZ),1953-1958,13,25,0,346,47,13.84,0,0,5
1110,MA Carberry (ENG),2010-2014,6,12,0,345,60,28.75,0,1,2
1111,EW Freeman (AUS),1968-1970,11,18,0,345,76,19.16,0,2,0
1112,Rizwan-uz-Zaman (PAK),1981-1989,11,19,1,345,60,19.16,0,3,2
1113,Sanuar Hossain (BAN),2001-2003,9,18,0,345,49,19.16,0,0,1
1114,Lord Tennyson (ENG),1913-1921,9,12,1,345,74*,31.36,0,4,1
1115,D Dasgupta (INDIA),2001-2002,8,13,1,344,100,28.66,1,2,2
1116,FA Rose (WI),1997-2000,19,28,2,344,69,13.23,0,1,2
1117,LA Stricker (SA),1910-1912,13,24,0,344,48,14.33,0,0,5
1118,TM Dowlin (WI),2009-2010,6,11,0,343,95,31.18,0,3,0
1119,FLH Mooney (NZ),1949-1954,14,22,2,343,46,17.15,0,0,1
1120,K Verreynne (SA),2021-2022,8,13,2,343,136*,31.18,1,0,1
1121,CA Best (WI),1986-1990,8,13,1,342,164,28.50,1,1,1
1122,DJ Brown (ENG),1965-1969,26,34,5,342,44*,11.79,0,0,6
1123,KL Hutchings (ENG),1907-1909,7,12,0,341,126,28.41,1,1,1
1124,CFK van Wyk (NZ),2012-2012,9,17,1,341,71,21.31,0,1,3
1125,AEE Vogler (SA),1906-1911,15,26,6,340,65,17.00,0,2,4
1126,TW Garrett (AUS),1877-1888,19,33,6,339,51*,12.55,0,1,5
1127,GJ Maxwell (AUS),2013-2017,7,14,1,339,104,26.07,1,0,0
1128,PP Shaw (INDIA),2018-2020,5,9,1,339,134,42.37,1,2,1
1129,A Nel (SA),2001-2008,36,42,8,337,34,9.91,0,0,11
1130,Mahmood Hussain (PAK),1952-1962,27,39,6,336,35,10.18,0,0,8
1131,Raqibul Hasan (BAN),2008-2011,9,18,1,336,65,19.76,0,1,2
1132,SD Robson (ENG),2014-2014,7,11,0,336,127,30.54,1,1,0
1133,HSTL Hendry (AUS),1921-1929,11,18,2,335,112,20.93,1,0,1
1134,R Rampaul (WI),2009-2012,18,31,8,335,40*,14.56,0,0,6
1135,MH Dekker (ZIM),1993-1996,14,22,1,333,68*,15.85,0,2,4
1136,Mohammad Mithun (BAN),2018-2021,10,18,0,333,67,18.50,0,2,4
1137,RC Blunt (NZ),1930-1932,9,13,1,330,96,27.50,0,1,1
1138,FR Foster (ENG),1911-1912,11,15,1,330,71,23.57,0,3,1
1139,VL Mehra (INDIA),1955-1964,8,14,1,329,62,25.30,0,2,1
1140,Wajahatullah Wasti (PAK),1999-2000,6,10,1,329,133,36.55,2,0,0
1141,AM Moir (NZ),1951-1959,17,30,8,327,41*,14.86,0,0,5
1142,MC Snedden (NZ),1981-1990,25,30,8,327,33*,14.86,0,0,6
1143,HF Wade (SA),1935-1936,10,18,2,327,40*,20.43,0,0,4
1144,ALF de Mel (SL),1982-1986,17,28,5,326,34,14.17,0,0,5
1145,GM Fullerton (SA),1947-1951,7,13,0,325,88,25.00,0,3,1
1146,CMH Hathorn (SA),1902-1911,12,20,1,325,102,17.10,1,0,1
1147,AJ Redmond (NZ),2008-2013,8,16,1,325,83,21.66,0,2,1
1148,Sohag Gazi (BAN),2012-2014,10,16,1,325,101*,21.66,1,0,3
1149,G Thomas (AUS),1965-1966,8,12,1,325,61,29.54,0,3,0
1150,CTB Turner (AUS),1887-1895,17,32,4,323,29,11.53,0,0,6
1151,TS Worthington (ENG),1930-1937,9,11,0,321,128,29.18,1,1,4
1152,DSBP Kuruppu (SL),1987-1991,4,7,1,320,201*,53.33,1,0,0
1153,A Mukund (INDIA),2011-2017,7,14,0,320,81,22.85,0,2,3
1154,DR Smith (WI),2004-2006,10,14,1,320,105*,24.61,1,0,4
1155,DM Bess (ENG),2018-2021,14,19,5,319,57,22.78,0,1,3
1156,JF Crapp (ENG),1948-1949,7,13,2,319,56,29.00,0,3,1
1157,L Ronchi (NZ),2015-2016,4,8,0,319,88,39.87,0,2,1
1158,OAC Banks (WI),2003-2005,10,16,4,318,50*,26.50,0,1,1
1159,HJ Keith (SA),1953-1957,8,16,1,318,73,21.20,0,2,3
1160,Tauseef Ahmed (PAK),1980-1993,34,38,20,318,35*,17.66,0,0,6
1161,RJ Sidebottom (ENG),2001-2010,22,31,11,313,31,15.65,0,0,3
1162,Hasan Ali (PAK),2017-2022,19,28,5,312,30,13.56,0,0,6
1163,JWA Taylor (ENG),2012-2016,7,13,1,312,76,26.00,0,2,1
1164,J Hardstaff snr (ENG),1907-1908,5,10,0,311,72,31.10,0,3,0
1165,BN French (ENG),1986-1988,16,21,4,308,59,18.11,0,1,2
1166,W Voce (ENG),1930-1947,27,38,15,308,66,13.39,0,1,6
1167,JK Lever (ENG),1976-1986,21,31,5,306,53,11.76,0,1,2
1168,Q McMillan (SA),1929-1932,13,21,4,306,50*,18.00,0,1,4
1169,Wahab Riaz (PAK),2010-2018,27,41,5,306,39,8.50,0,0,9
1170,DW Fleming (AUS),1994-2001,20,19,3,305,71*,19.06,0,2,7
1171,Shamsur Rahman (BAN),2014-2014,6,12,0,305,106,25.41,1,0,1
1172,BR Hartland (NZ),1992-1994,9,18,0,303,52,16.83,0,1,3
1173,AH Jarvis (AUS),1885-1895,11,21,3,303,82,16.83,0,1,1
1174,DJ Murray (NZ),1994-1995,8,16,1,303,52,20.20,0,1,3
1175,KJ Arnott (ZIM),1992-1993,4,8,1,302,101*,43.14,1,1,1
1176,H Graham (AUS),1893-1896,6,10,0,301,107,30.10,2,0,2
1177,PAM Hands (SA),1913-1924,7,12,0,300,83,25.00,0,2,2
1178,Shadab Khan (PAK),2017-2020,6,11,2,300,56,33.33,0,3,0
1179,Tahir Naqqash (PAK),1982-1985,15,19,5,300,57,21.42,0,1,1
1180,G Brown (ENG),1921-1923,7,12,2,299,84,29.90,0,2,2
1181,MD Gunathilaka (SL),2017-2018,8,16,0,299,61,18.68,0,2,0
1182,GB Legge (ENG),1927-1930,5,7,1,299,196,49.83,1,0,2
1183,ACB Langton (SA),1935-1939,15,23,4,298,73*,15.68,0,2,5
1184,A Mitchell (ENG),1933-1936,6,10,0,298,72,29.80,0,2,1
1185,TAM Siriwardana (SL),2015-2016,5,9,0,298,68,33.11,0,2,1
1186,S O'Linn (SA),1960-1961,7,12,1,297,98,27.00,0,2,0
1187,N Phillip (WI),1978-1979,9,15,5,297,47,29.70,0,0,1
1188,GE Palmer (AUS),1880-1886,17,25,4,296,48,14.09,0,0,3
1189,RS Cunis (NZ),1964-1972,20,31,8,295,51,12.82,0,1,6
1190,MJ Henry (NZ),2015-2022,16,20,5,294,66,19.60,0,2,4
1191,RS Kalpage (SL),1993-1999,11,18,2,294,63,18.37,0,2,0
1192,SJ Rhodes (ENG),1994-1995,11,17,5,294,65*,24.50,0,1,1
1193,OC Dawson (SA),1947-1949,9,15,1,293,55,20.92,0,1,1
1194,DF Whatmore (AUS),1979-1979,7,13,0,293,77,22.53,0,2,1
1195,L Amar Singh (INDIA),1932-1936,7,14,1,292,51,22.46,0,1,1
1196,HJ Howarth (NZ),1969-1977,30,42,18,291,61,12.12,0,1,7
1197,AO Jones (ENG),1899-1909,12,21,0,291,34,13.85,0,0,2
1198,AMB Rowan (SA),1947-1951,15,23,6,290,41,17.05,0,0,3
1199,KD Mills (NZ),2004-2009,19,30,5,289,57,11.56,0,1,5
1200,ARA Murray (SA),1952-1954,10,14,1,289,109,22.23,1,1,1
1201,DVP Wright (ENG),1938-1951,34,39,13,289,45,11.11,0,0,7
1202,Zahid Fazal (PAK),1990-1995,9,16,0,288,78,18.00,0,1,0
1203,DNT Zoysa (SL),1997-2004,30,40,6,288,28*,8.47,0,0,9
1204,PT Barton (NZ),1961-1963,7,14,0,285,109,20.35,1,1,1
1205,CJ Richards (ENG),1986-1988,8,13,0,285,133,21.92,1,0,2
1206,CB Lambert (WI),1991-1998,5,9,0,284,104,31.55,1,1,1
1207,FT Mann (ENG),1922-1923,5,9,1,281,84,35.12,0,2,0
1208,S Sreesanth (INDIA),2006-2011,27,40,13,281,35,10.40,0,0,10
1209,JM Wiener (AUS),1979-1980,6,11,0,281,93,25.54,0,2,0
1210,MC Bird (ENG),1910-1914,10,16,1,280,61,18.66,0,2,2
1211,ST Finn (ENG),2010-2016,36,47,22,279,56,11.16,0,1,9
1212,Ijaz Butt (PAK),1959-1962,8,16,2,279,58,19.92,0,1,1
1213,JWH Makepeace (ENG),1920-1921,4,8,0,279,117,34.87,1,2,0
1214,PA Wallace (WI),1997-1999,7,13,0,279,92,21.46,0,2,1
1215,AJ Finch (AUS),2018-2018,5,10,0,278,62,27.80,0,2,1
1216,LMP Simmons (WI),2009-2011,8,16,0,278,49,17.37,0,0,1
1217,GR Stead (NZ),1999-1999,5,8,0,278,78,34.75,0,2,0
1218,Nazar Mohammad (PAK),1952-1952,5,8,1,277,124*,39.57,1,1,1
1219,IM Barrow (WI),1930-1939,11,19,2,276,105,16.23,1,0,3
1220,Saleem Altaf (PAK),1967-1978,21,31,12,276,53*,14.52,0,1,4
1221,SL Malinga (SL),2004-2010,30,37,13,275,64,11.45,0,1,9
1222,WA Johnston (AUS),1947-1955,40,49,25,273,29,11.37,0,0,7
1223,GJ Thompson (ENG),1909-1910,6,10,1,273,63,30.33,0,2,0
1224,Abdul Kadir (PAK),1964-1965,4,8,0,272,95,34.00,0,2,2
1225,JC Alabaster (NZ),1955-1972,21,34,6,272,34,9.71,0,0,2
1226,WE Midwinter (AUS/ENG),1877-1887,12,21,1,269,37,13.45,0,0,1
1227,OA Shah (ENG),2006-2009,6,10,0,269,88,26.90,0,2,0
1228,MJ Susskind (SA),1924-1924,5,8,0,268,65,33.50,0,4,0
1229,Khaled Mahmud (BAN),2001-2003,12,23,1,266,45,12.09,0,0,4
1230,S Shillingford (WI),2010-2014,16,26,6,266,53*,13.30,0,1,7
1231,A Lyth (ENG),2015-2015,7,13,0,265,107,20.38,1,0,1
1232,Rubel Hossain (BAN),2009-2020,27,47,19,265,45*,9.46,0,0,7
1233,MJF Shrimpton (NZ),1963-1974,10,19,0,265,46,13.94,0,0,6
1234,Washington Sundar (INDIA),2021-2021,4,6,2,265,96*,66.25,0,3,2
1235,GA Bartlett (NZ),1961-1968,10,18,1,263,40,15.47,0,0,4
1236,GC Small (ENG),1986-1991,17,24,7,263,59,15.47,0,1,4
1237,GTS Stevens (ENG),1922-1930,10,17,0,263,69,15.47,0,1,2
1238,V Subramanya (INDIA),1965-1968,9,15,1,263,75,18.78,0,2,1
1239,SM Ervine (ZIM),2003-2004,5,8,0,261,86,32.62,0,3,1
1240,RW Price (ZIM),1999-2013,22,38,8,261,36,8.70,0,0,6
1241,AN Connolly (AUS),1963-1971,29,45,20,260,37,10.40,0,0,10
1242,RG Hart (NZ),2002-2003,11,19,3,260,57*,16.25,0,1,4
1243,Akram Khan (BAN),2000-2003,8,16,0,259,44,16.18,0,0,0
1244,DM Lewis (WI),1971-1971,3,5,2,259,88,86.33,0,3,0
1245,KJ O'Brien (IRE),2018-2019,3,6,1,258,118,51.60,1,1,0
1246,EC Petrie (NZ),1955-1966,14,25,5,258,55,12.90,0,1,2
1247,Arshad Ayub (INDIA),1987-1989,13,19,4,257,57,17.13,0,1,1
1248,Manjural Islam Rana (BAN),2004-2004,6,11,1,257,69,25.70,0,1,2
1249,DM Wellham (AUS),1981-1987,6,11,0,257,103,23.36,1,0,0
1250,J Selby (ENG),1877-1882,6,12,1,256,70,23.27,0,2,0
1251,PWA Mulder (SA),2019-2022,10,17,0,255,36,15.00,0,0,2
1252,BB Chari (ZIM),2014-2018,7,14,0,254,80,18.14,0,2,2
1253,Dilawar Hussain (INDIA),1934-1936,3,6,0,254,59,42.33,0,3,0
1254,W Flowers (ENG),1884-1893,8,14,0,254,56,18.14,0,1,0
1255,HV Hordern (AUS),1911-1912,7,13,2,254,50,23.09,0,1,1
1256,ADG Roberts (NZ),1976-1976,7,12,1,254,84*,23.09,0,1,2
1257,R Swetman (ENG),1959-1960,11,17,2,254,65,16.93,0,1,2
1258,Khalid Ibadulla (PAK),1964-1967,4,8,0,253,166,31.62,1,0,0
1259,EH Bowley (ENG),1929-1930,5,7,0,252,109,36.00,1,0,0
1260,TB Burtt (NZ),1947-1953,10,15,3,252,42,21.00,0,0,1
1261,NF Druce (ENG),1897-1898,5,9,0,252,64,28.00,0,1,0
1262,CM Francois (SA),1922-1923,5,9,1,252,72,31.50,0,1,0
1263,PA McAlister (AUS),1904-1909,8,16,1,252,41,16.80,0,0,0
1264,HGO Owen-Smith (SA),1929-1929,5,8,2,252,129,42.00,1,1,0
1265,Sohail Khan (PAK),2009-2016,9,12,2,252,65,25.20,0,1,0
1266,AJL Hill (ENG),1896-1896,3,4,0,251,124,62.75,1,1,0
1267,CRD Fernando (SL),2000-2012,40,47,17,249,39*,8.30,0,0,8
1268,G Geary (ENG),1924-1934,14,20,4,249,66,15.56,0,2,3
1269,KT Kasuza (ZIM),2020-2021,7,12,1,249,63,22.63,0,1,2
1270,VJ Marks (ENG),1982-1984,6,10,1,249,83,27.66,0,3,0
1271,HH Massie (AUS),1881-1885,9,16,0,249,55,15.56,0,1,2
1272,SN Thakur (INDIA),2018-2022,7,12,1,249,67,22.63,0,3,2
1273,Abdur Razzak (BAN),2006-2018,13,22,6,248,43,15.50,0,0,1
1274,SR Clark (AUS),2006-2009,24,26,7,248,39,13.05,0,0,5
1275,EJ Gray (NZ),1983-1988,10,16,0,248,50,15.50,0,1,0
1276,AW Roberts (NZ),1930-1937,5,10,1,248,66*,27.55,0,3,0
1277,J Yadav (INDIA),2016-2022,6,9,1,248,104,31.00,1,1,0
1278,MHW Papps (NZ),2004-2007,8,16,1,246,86,16.40,0,2,4
1279,TJ Zoehrer (AUS),1986-1987,10,14,2,246,52*,20.50,0,1,0
1280,BA Davis (WI),1965-1965,4,8,0,245,68,30.62,0,3,0
1281,RB Kenny (INDIA),1958-1960,5,10,1,245,62,27.22,0,3,2
1282,FA Lowson (ENG),1951-1955,7,13,0,245,68,18.84,0,2,2
1283,RK Nunes (WI),1928-1930,4,8,0,245,92,30.62,0,2,1
1284,FC Hayes (ENG),1973-1976,9,17,1,244,106*,15.25,1,0,6
1285,Shuvagata Hom (BAN),2014-2016,8,15,4,244,50,22.18,0,1,3
1286,XM Marshall (WI),2005-2009,7,12,0,243,85,20.25,0,2,1
1287,Mehrab Hossain jnr (BAN),2007-2009,7,13,1,243,83,20.25,0,1,1
1288,JB Mortimore (ENG),1959-1964,9,12,2,243,73*,24.30,0,1,1
1289,JW Trumble (AUS),1885-1886,7,13,1,243,59,20.25,0,1,1
1290,Ali Naqvi (PAK),1997-1998,5,9,1,242,115,30.25,1,0,0
1291,SF Barnes (ENG),1901-1914,27,39,9,242,38*,8.06,0,0,8
1292,CD Gopinath (INDIA),1951-1960,8,12,1,242,50*,22.00,0,1,4
1293,James Langridge (ENG),1933-1946,8,9,0,242,70,26.88,0,1,0
1294,D Williams (WI),1992-1998,11,19,1,242,65,13.44,0,1,7
1295,Mehrab Hossain (BAN),2000-2003,9,18,0,241,71,13.38,0,1,2
1296,JE Mills (NZ),1930-1933,7,10,1,241,117,26.77,1,0,2
1297,SJ Erwee (SA),2022-2022,4,8,0,240,108,30.00,1,0,1
1298,SLV Raju (INDIA),1990-2001,28,34,10,240,31,10.00,0,0,3
1299,C Bannerman (AUS),1877-1879,3,6,2,239,165*,59.75,1,0,0
1300,Naved-ul-Hasan (PAK),2004-2007,9,15,3,239,42*,19.91,0,0,2
1301,JC White (ENG),1921-1931,15,22,9,239,29,18.38,0,0,1
1302,RRS Cornwall (WI),2019-2021,9,15,2,238,73,18.30,0,2,1
1303,LE Plunkett (ENG),2005-2014,13,20,5,238,55*,15.86,0,1,7
1304,AW Carr (ENG),1922-1929,11,13,1,237,63,19.75,0,1,0
1305,FB Smith (NZ),1947-1952,4,6,1,237,96,47.40,0,2,0
1306,S Wazir Ali (INDIA),1932-1936,7,14,0,237,42,16.92,0,0,1
1307,G Dymock (AUS),1974-1980,21,32,7,236,31*,9.44,0,0,7
1308,CN Frank (SA),1921-1921,3,6,0,236,152,39.33,1,0,0
1309,DE Malcolm (ENG),1989-1997,40,58,19,236,29,6.05,0,0,16
1310,PT Collins (WI),1999-2006,32,47,7,235,24,5.87,0,0,14
1311,Hasan Raza (PAK),1996-2005,7,10,1,235,68,26.11,0,2,1
1312,KA Archer (AUS),1950-1951,5,9,0,234,48,26.00,0,0,1
1313,G Duckworth (ENG),1924-1936,24,28,12,234,39*,14.62,0,0,2
1314,EAE Baptiste (WI),1983-1990,10,11,1,233,87*,23.30,0,1,1
1315,R Kilner (ENG),1924-1926,9,8,1,233,74,33.28,0,2,0
1316,ML Love (AUS),2002-2003,5,8,3,233,100*,46.60,1,1,2
1317,FI de Caires (WI),1930-1930,3,6,0,232,80,38.66,0,2,1
1318,Mushfiqur Rahman (BAN),2001-2004,10,19,2,232,46*,13.64,0,0,5
1319,WH Lockwood (ENG),1893-1902,12,16,3,231,52*,17.76,0,1,3
1320,H Strudwick (ENG),1910-1926,28,42,13,230,24,7.93,0,0,5
1321,FH Tyson (ENG),1954-1959,17,24,3,230,37*,10.95,0,0,3
1322,Ashraf Ali (PAK),1982-1987,8,8,3,229,65,45.80,0,2,0
1323,HB Cave (NZ),1949-1958,19,31,5,229,22*,8.80,0,0,5
1324,JM Ghorpade (INDIA),1953-1959,8,15,0,229,41,15.26,0,0,3
1325,NS Harford (NZ),1955-1958,8,15,0,229,93,15.26,0,2,4
1326,JT Sparling (NZ),1958-1964,11,20,2,229,50,12.72,0,1,2
1327,AJ Tudor (ENG),1998-2002,10,16,4,229,99*,19.08,0,1,2
1328,WG Quaife (ENG),1899-1902,7,13,1,228,68,19.00,0,1,1
1329,AE Trott (AUS/ENG),1895-1899,5,9,3,228,85*,38.00,0,2,2
1330,JS Foster (ENG),2001-2002,7,12,3,226,48,25.11,0,0,1
1331,AO Malhotra (INDIA),1982-1985,7,10,1,226,72*,25.11,0,1,2
1332,MJ Procter (SA),1967-1970,7,10,1,226,48,25.11,0,0,1
1333,Mahmudul Hasan Joy (BAN),2021-2022,4,7,0,225,137,32.14,1,1,3
1334,TBA May (AUS),1987-1995,24,28,12,225,42*,14.06,0,0,3
1335,D Mohammed (WI),2004-2006,5,8,1,225,52,32.14,0,1,0
1336,NS Tamhane (INDIA),1955-1961,21,27,5,225,54*,10.22,0,1,8
1337,MJL Turnbull (ENG),1930-1936,9,13,2,224,61,20.36,0,1,1
1338,J Benaud (AUS),1972-1973,3,5,0,223,142,44.60,1,0,0
1339,TC Lowry (NZ),1930-1931,7,8,0,223,80,27.87,0,2,2
1340,KCG Benjamin (WI),1992-1998,26,36,8,222,43*,7.92,0,0,8
1341,AE Greenidge (WI),1978-1979,6,10,0,222,69,22.20,0,2,2
1342,AA Mailey (AUS),1920-1926,21,29,9,222,46*,11.10,0,0,3
1343,CW Smith (WI),1960-1962,5,10,1,222,55,24.66,0,1,0
1344,WS Farrer (SA),1962-1964,6,10,2,221,40,27.62,0,0,0
1345,ST Gabriel (WI),2012-2021,56,84,32,221,20*,4.25,0,0,22
1346,DRA Gehrs (AUS),1904-1911,6,11,0,221,67,20.09,0,2,1
1347,Shafqat Rana (PAK),1964-1969,5,7,0,221,95,31.57,0,2,1
1348,RS Grant (WI),1935-1939,7,11,1,220,77,22.00,0,1,3
1349,MS Panesar (ENG),2006-2013,50,68,23,220,26,4.88,0,0,20
1350,NH Fairbrother (ENG),1987-1993,10,15,1,219,83,15.64,0,1,1
1351,RA Hutton (ENG),1971-1971,5,8,2,219,81,36.50,0,2,1
1352,RT Latham (NZ),1992-1993,4,7,0,219,119,31.28,1,0,1
1353,IE O'Brien (NZ),2005-2009,22,34,5,219,31,7.55,0,0,8
1354,KJ Wright (AUS),1979-1979,10,18,5,219,55*,16.84,0,1,2
1355,OE Wynne (SA),1948-1950,6,12,0,219,50,18.25,0,1,0
1356,JAH Marshall (NZ),2005-2008,7,11,0,218,52,19.81,0,1,2
1357,IT Shillingford (WI),1977-1978,4,7,0,218,120,31.14,1,0,0
1358,UWMBCA Welegedara (SL),2007-2014,21,30,6,218,48,9.08,0,0,4
1359,R Mutumbami (ZIM),2013-2014,6,12,1,217,43,19.72,0,0,1
1360,FR Spofforth (AUS),1877-1887,18,29,6,217,50,9.43,0,1,6
1361,W Storer (ENG),1897-1899,6,11,0,215,51,19.54,0,1,0
1362,JA Jameson (ENG),1971-1974,4,8,0,214,82,26.75,0,1,0
1363,JW Martin (AUS),1960-1967,8,13,1,214,55,17.83,0,1,3
1364,BS Sandhu (INDIA),1983-1983,8,11,4,214,71,30.57,0,2,1
1365,PJW Allott (ENG),1981-1985,13,18,3,213,52*,14.20,0,1,2
1366,GA Lohmann (ENG),1886-1896,18,26,2,213,62*,8.87,0,1,7
1367,BAW Mendis (SL),2008-2014,19,19,6,213,78,16.38,0,1,2
1368,TM Findlay (WI),1969-1973,10,16,3,212,44*,16.30,0,0,1
1369,JL Kerr (NZ),1931-1937,7,12,1,212,59,19.27,0,1,2
1370,Zubayr Hamza (SA),2019-2022,6,12,0,212,62,17.66,0,1,2
1371,LPJ O'Brien (AUS),1932-1936,5,8,0,211,61,26.37,0,2,1
1372,DP Samaraweera (SL),1993-1995,7,14,0,211,42,15.07,0,0,1
1373,Shafiul Islam (BAN),2010-2017,11,21,1,211,53,10.55,0,1,2
1374,MA Ealham (ENG),1996-1998,8,13,3,210,53*,21.00,0,2,0
1375,Naimur Rahman (BAN),2000-2002,8,15,1,210,48,15.00,0,0,1
1376,K Cranston (ENG),1947-1948,8,14,0,209,45,14.92,0,0,2
1377,AER Gilligan (ENG),1922-1925,11,16,3,209,39*,16.07,0,0,2
1378,GA Greenidge (WI),1972-1973,5,9,2,209,50,29.85,0,1,1
1379,PS Heine (SA),1955-1962,14,24,3,209,31,9.95,0,0,3
1380,WW Whysall (ENG),1925-1930,4,7,0,209,76,29.85,0,2,0
1381,TJ Jenner (AUS),1970-1975,9,14,5,208,74,23.11,0,1,1
1382,VWC Jupp (ENG),1921-1928,8,13,1,208,38,17.33,0,0,0
1383,CT Sarwate (INDIA),1946-1951,9,17,1,208,37,13.00,0,0,4
1384,KJ Barnett (ENG),1988-1989,4,7,0,207,80,29.57,0,2,1
1385,SL Boock (NZ),1978-1989,30,41,8,207,37,6.27,0,0,10
1386,PG Joshi (INDIA),1951-1960,12,20,1,207,52*,10.89,0,1,3
1387,Nurul Hasan (BAN),2017-2022,5,9,0,207,64,23.00,0,1,3
1388,RH Vance (NZ),1988-1989,4,7,0,207,68,29.57,0,1,0
1389,MRJ Veletta (AUS),1987-1990,8,11,0,207,39,18.81,0,0,0
1390,SP O'Donnell (AUS),1985-1985,6,10,3,206,48,29.42,0,0,1
1391,PI Pocock (ENG),1968-1985,25,37,4,206,33,6.24,0,0,10
1392,Gul Mohammad (INDIA/PAK),1946-1956,9,17,1,205,34,12.81,0,0,2
1393,TG Hogan (AUS),1983-1984,7,12,1,205,42*,18.63,0,0,1
1394,SP Jones (ENG),2002-2005,18,18,5,205,44,15.76,0,0,3
1395,DJ Gandhi (INDIA),1999-1999,4,7,1,204,88,34.00,0,2,2
1396,CA Milton (ENG),1958-1959,6,9,1,204,104*,25.50,1,0,0
1397,H Wood (ENG),1888-1892,4,4,1,204,134*,68.00,1,1,0
1398,TM Alderman (AUS),1981-1991,41,53,22,203,26*,6.54,0,0,13
1399,G Cook (ENG),1982-1983,7,13,0,203,66,15.61,0,2,1
1400,Nauman Ali (PAK),2021-2022,10,11,3,203,97,25.37,0,1,3
1401,NLTC Perera (SL),2011-2012,6,10,0,203,75,20.30,0,1,0
1402,BKV Prasad (INDIA),1996-2001,33,47,20,203,30*,7.51,0,0,10
1403,DE Bernard (WI),2003-2009,3,6,1,202,69,40.40,0,3,0
1404,W Brockwell (ENG),1893-1899,7,12,0,202,49,16.83,0,0,1
1405,WW Davis (WI),1983-1988,15,17,4,202,77,15.53,0,1,2
1406,AIC Dodemaide (AUS),1987-1992,10,15,6,202,50,22.44,0,1,0
1407,RM Ellison (ENG),1984-1986,11,16,1,202,41,13.46,0,0,1
1408,SC Guillen (NZ/WI),1951-1956,8,12,2,202,54,20.20,0,1,3
1409,CA McWatt (WI),1954-1955,6,9,2,202,54,28.85,0,2,0
1410,A McGrath (ENG),2003-2003,4,5,0,201,81,40.20,0,2,0
1411,T Panyangara (ZIM),2004-2014,9,18,6,201,40*,16.75,0,0,2
1412,JTC Vaughan (NZ),1992-1997,6,12,1,201,44,18.27,0,0,0
1413,W Ferguson (WI),1948-1954,8,10,3,200,75,28.57,0,2,1
1414,Zulfiqar Ahmed (PAK),1952-1956,9,10,4,200,63*,33.33,0,1,1
1415,Nawab of Pataudi snr (ENG/INDIA),1932-1946,6,10,0,199,102,19.90,1,0,0
