,Player,T20_Span,T20_Matches,T20_Innings,T20_OVERS,T20_MAIDENS,T20_RUNS_given,T20_WICKETS,T20_BESTFIGURE,T20_BOWL_AVERAGE,T20_ECONOMY,T20_SR,T20_4_WKTS,T20_5_WKTS
847,Mohammed Siraj (INDIA),2017-2022,5,5,20.0,0,209,5,1/22,41.80,10.45,24.0,0,0
848,Mosaddek Hossain (BAN),2016-2021,16,12,21.4,0,160,5,2/21,32.00,7.38,26.0,0,0
849,K Motlhanka (BOT),2019-2021,11,3,6.5,0,43,5,4/30,8.60,6.29,8.2,1,0
850,Muhammad Nadeem (Saudi),2019-2019,5,2,5.0,0,49,5,3/16,9.80,9.80,6.0,0,0
851,Muhammad Saleem (),2019-2019,4,4,11.0,1,45,5,3/19,9.00,4.09,13.2,0,0
852,Muhammad Tanveer (QAT),2019-2021,26,9,22.5,0,164,5,1/4,32.80,7.18,27.4,0,0
853,PWA Mulder (SA),2021-2021,5,5,11.0,0,90,5,2/10,18.00,8.18,13.2,0,0
854,W Nalisa (VAN),2019-2019,9,7,20.0,0,177,5,2/25,35.40,8.85,24.0,0,0
855,A Nathwani (Aut),2019-2021,7,6,16.0,0,112,5,2/16,22.40,7.00,19.2,0,0
856,Naved-ul-Hasan (PAK),2006-2010,4,4,14.1,0,101,5,3/19,20.20,7.12,17.0,0,0
857,RJ Nicol (NZ),2010-2013,21,13,20.3,0,167,5,2/20,33.40,8.14,24.6,0,0
858,D Nikolov (BUL),2019-2021,15,9,15.2,0,157,5,2/23,31.40,10.23,18.4,0,0
859,PJ Ongondo (KENYA),2007-2008,8,8,26.0,1,177,5,2/18,35.40,6.80,31.2,0,0
860,MIA Patel (MWI),2019-2019,3,3,12.0,0,83,5,3/25,16.60,6.91,14.4,0,0
861,SS Pathirana (SL),2016-2017,5,5,15.5,0,119,5,2/23,23.80,7.51,19.0,0,0
862,J Perman (ESP),2019-2021,7,7,19.0,0,136,5,2/18,27.20,7.15,22.8,0,0
863,C Pervez (CAN),2021-2021,5,5,13.0,1,88,5,3/7,17.60,6.76,15.6,0,0
864,Qasim Anwar (CYP),2021-2021,4,4,13.0,0,74,5,3/15,14.80,5.69,15.6,0,0
865,Rahmatullah Mangal (Fran),2021-2021,4,4,14.0,1,81,5,2/12,16.20,5.78,16.8,0,0
866,J Rasu (VAN),2019-2019,13,2,3.5,0,44,5,5/36,8.80,11.47,4.6,0,1
867,SR Rocket (SEY),2021-2021,6,6,20.0,1,154,5,2/24,30.80,7.70,24.0,0,0
868,LH Rodrigues (),2019-2019,4,4,13.0,1,61,5,3/15,12.20,4.69,15.6,0,0
869,MM Sarwar (KUW),2019-2021,7,5,12.4,0,113,5,2/13,22.60,8.92,15.2,0,0
870,E Sebareme (RWN),2021-2021,6,6,17.0,0,99,5,3/17,19.80,5.82,20.4,0,0
871,Amoluk Singh (Ghana),2021-2021,10,9,23.0,0,143,5,2/23,28.60,6.21,27.6,0,0
872,N Senamontree (THAI),2020-2020,4,4,12.3,1,95,5,2/25,19.00,7.60,15.0,0,0
873,Usman Shahid (Fran),2021-2021,4,4,12.2,1,76,5,3/29,15.20,6.16,14.8,0,0
874,Shahil Momin (Aut),2021-2021,3,3,12.0,0,66,5,2/13,13.20,5.50,14.4,0,0
875,V Shankar (INDIA),2018-2019,9,6,21.0,0,191,5,2/32,38.20,9.09,25.2,0,0
876,Sharafuddin Ashraf (AFG),2015-2022,11,11,31.0,1,246,5,3/27,49.20,7.93,37.2,0,0
877,L Sipamla (SA),2019-2021,9,9,27.2,0,265,5,2/22,53.00,9.69,32.8,0,0
878,DC Smith (PHI),2019-2022,9,9,26.5,0,259,5,1/8,51.80,9.65,32.2,0,0
879,Sohail Khan (PAK),2008-2017,5,5,15.0,0,123,5,2/13,24.60,8.20,18.0,0,0
880,BS Stephenson (Blz),2019-2021,9,3,10.0,0,91,5,3/25,18.20,9.10,12.0,0,0
881,G Stewart (ITA),2021-2021,6,6,22.0,1,110,5,2/17,22.00,5.00,26.4,0,0
882,ACF Stokes (GUE),2019-2020,8,8,27.2,0,171,5,2/26,34.20,6.25,32.8,0,0
883,DC Stovell (BMUDA),2019-2021,12,8,20.1,0,163,5,2/21,32.60,8.08,24.2,0,0
884,RML Taylor (SCOT),2013-2016,9,9,25.0,1,196,5,3/17,39.20,7.84,30.0,0,0
885,BM Tickner (NZ),2019-2021,8,8,25.0,0,234,5,2/25,46.80,9.36,30.0,0,0
886,BN Toube (CAM),2021-2021,4,3,11.0,0,90,5,3/16,18.00,8.18,13.2,0,0
887,Usama Master (MWI),2019-2019,6,5,13.1,0,106,5,2/24,21.20,8.05,15.8,0,0
888,Usman Ali (Saudi),2019-2020,8,8,28.4,1,188,5,1/5,37.60,6.55,34.4,0,0
889,LV van Beek (NED),2014-2021,10,9,24.0,0,213,5,3/9,42.60,8.87,28.8,0,0
890,W Viraliliu (VAN),2019-2019,10,9,20.2,0,164,5,3/19,32.80,8.06,24.4,0,0
891,Virandeep Singh (MAL),2019-2022,29,11,21.2,0,174,5,2/15,34.80,8.15,25.6,0,0
892,AA Westphal (Mex),2019-2019,5,5,19.0,0,65,5,2/10,13.00,3.42,22.8,0,0
893,Yamin Ahmadzai (AFG),2015-2015,2,2,7.1,0,65,5,3/34,13.00,9.06,8.6,0,0
894,Yasar Haroon (),2019-2019,4,4,13.0,1,72,5,2/18,14.40,5.53,15.6,0,0
895,Zulqarnain Haider (ESP),2019-2022,8,8,20.0,0,90,5,1/4,18.00,4.50,24.0,0,0
896,Abdul Rahman (Aut),2019-2019,3,3,10.0,1,72,4,2/37,18.00,7.20,15.0,0,0
897,Abul Hasan (BAN),2012-2018,5,5,14.0,0,148,4,2/33,37.00,10.57,21.0,0,0
898,Abu Jayed (BAN),2018-2018,3,3,11.0,0,106,4,2/27,26.50,9.63,16.5,0,0
899,Adil Butt (Saudi),2020-2020,3,3,9.0,0,55,4,2/15,13.75,6.11,13.5,0,0
900,D Ahir (PNM),2021-2021,5,5,15.0,0,110,4,2/21,27.50,7.33,22.5,0,0
901,D Ajekun (NGA),2019-2021,11,6,11.1,0,76,4,1/5,19.00,6.80,16.7,0,0
902,NN Akhter (MLT),2020-2020,3,2,8.0,0,60,4,3/35,15.00,7.50,12.0,0,0
903,DI Allan (KENYA),2012-2013,10,7,9.2,0,82,4,2/8,20.50,8.78,14.0,0,0
904,A Andrews (SUI),2021-2021,3,3,10.0,0,61,4,3/21,15.25,6.10,15.0,0,0
905,MA Aponso (SL),2018-2018,3,3,10.0,0,79,4,2/29,19.75,7.90,15.0,0,0
906,U Aryaman Sunil (SGP),2019-2020,5,5,12.0,0,87,4,2/33,21.75,7.25,18.0,0,0
907,Aslam Mohammad (GRC),2019-2021,7,4,14.0,0,103,4,2/22,25.75,7.35,21.0,0,0
908,A Aspiotis (GRC),2019-2019,3,3,11.0,0,71,4,2/24,17.75,6.45,16.5,0,0
909,NJ Astle (NZ),2005-2006,4,2,6.5,0,50,4,3/20,12.50,7.31,10.2,0,0
910,R Avery (),2019-2019,4,4,11.0,0,66,4,2/13,16.50,6.00,16.5,0,0
911,JD Baker (Samoa),2019-2019,4,4,13.0,0,107,4,2/32,26.75,8.23,19.5,0,0
912,HMCM Bandara (SL),2006-2009,4,4,14.0,0,96,4,3/32,24.00,6.85,21.0,0,0
913,HH Banner (Blz),2019-2019,3,3,12.0,1,67,4,2/18,16.75,5.58,18.0,0,0
914,MD Bates (NZ),2012-2012,3,3,11.0,0,107,4,3/31,26.75,9.72,16.5,0,0
915,S Bau (PNG),2016-2022,33,14,20.0,0,132,4,2/4,33.00,6.60,30.0,0,0
916,GB Brent (ZIM),2006-2007,3,3,11.0,0,93,4,2/19,23.25,8.45,16.5,0,0
917,DE Burgess (Samoa),2019-2019,4,3,8.3,0,86,4,3/47,21.50,10.11,12.7,0,0
918,MS Chapman (HKG/NZ),2014-2021,33,6,13.0,0,95,4,1/9,23.75,7.30,19.5,0,0
919,PP Chawla (INDIA),2010-2012,7,7,23.0,1,151,4,2/13,37.75,6.56,34.5,0,0
920,FA Cossa (MOZ),2019-2021,10,8,23.0,0,187,4,2/12,46.75,8.13,34.5,0,0
921,MD Dai (PNG),2015-2017,9,9,25.0,0,157,4,2/13,39.25,6.28,37.5,0,0
922,I Danladi (NGA),2019-2019,3,3,9.0,0,52,4,2/10,13.00,5.77,13.5,0,0
923,K Dasan (BUL),2019-2020,10,2,8.0,0,52,4,3/23,13.00,6.50,12.0,0,0
924,JM Davison (CAN),2008-2010,5,5,18.0,0,91,4,2/19,22.75,5.05,27.0,0,0
925,Dawood Ahmadzai (Fran),2021-2021,4,4,15.0,0,79,4,2/10,19.75,5.26,22.5,0,0
926,BFW de Leede (NED),2018-2021,16,8,15.0,0,173,4,2/15,43.25,11.53,22.5,0,0
927,NS Dhaliwal (CAN),2019-2022,23,6,10.0,0,59,4,1/11,14.75,5.90,15.0,0,0
928,RR Emrit (WI),2018-2018,4,4,16.0,0,156,4,1/24,39.00,9.75,24.0,0,0
929,E Ernest (SLE),2021-2021,10,6,19.0,1,90,4,2/12,22.50,4.73,28.5,0,0
930,Faisal Khan (Saudi),2019-2021,11,5,13.0,0,110,4,2/14,27.50,8.46,19.5,0,0
931,T Filer (EST),2021-2021,5,3,6.2,0,41,4,3/18,10.25,6.47,9.5,0,0
932,PF Gallagher (Fin),2019-2021,7,4,15.0,0,103,4,3/29,25.75,6.86,22.5,0,0
933,O Gholami (SWE),2021-2021,5,5,17.0,0,105,4,2/22,26.25,6.17,25.5,0,0
934,S Goustis (GRC),2019-2019,3,3,9.0,1,42,4,2/28,10.50,4.66,13.5,0,0
935,Habib Ahmadzai (Aut),2019-2019,2,2,4.0,0,25,4,4/12,6.25,6.25,6.0,1,0
936,Haider Butt (BHR),2021-2022,9,3,6.0,0,32,4,3/19,8.00,5.33,9.0,0,0
937,Jandu Hamoud (KUW),2019-2019,6,6,16.0,0,112,4,2/25,28.00,7.00,24.0,0,0
938,HL Harji (SEY),2021-2021,2,2,8.0,0,53,4,3/21,13.25,6.62,12.0,0,0
939,RJ Harris (AUS),2010-2010,3,3,11.4,1,95,4,2/27,23.75,8.14,17.5,0,0
940,Z Hoque (THAI),2019-2020,7,7,21.0,0,122,4,1/13,30.50,5.80,31.5,0,0
941,MG Hunter (GIBR),2019-2019,4,4,11.3,0,63,4,2/22,15.75,5.47,17.2,0,0
942,Hussain Talat (PAK),2018-2021,18,6,6.0,0,54,4,2/12,13.50,9.00,9.0,0,0
943,Imran Bulbulia (PNM),2019-2019,3,3,10.0,0,59,4,2/20,14.75,5.90,15.0,0,0
944,RK Inampud (Mex),2019-2019,3,3,12.0,0,68,4,2/29,17.00,5.66,18.0,0,0
945,DF Jacobs (THAI),2019-2020,8,2,5.0,0,26,4,4/13,6.50,5.20,7.5,1,0
946,KA Jamieson (NZ),2020-2021,8,8,28.4,0,281,4,2/15,70.25,9.80,43.0,0,0
947,Jitin Singh (TAN),2021-2021,10,3,4.2,0,48,4,3/35,12.00,11.07,6.5,0,0
948,Joginder Sharma (INDIA),2007-2007,4,4,14.3,0,138,4,2/20,34.50,9.51,21.7,0,0
949,MBS Jonkman (NED),2010-2010,3,3,8.0,0,47,4,2/21,11.75,5.87,12.0,0,0
950,ST Kanakalil (MLT),2020-2020,3,2,8.0,0,74,4,4/31,18.50,9.25,12.0,1,0
951,S Kaul (INDIA),2018-2019,3,3,9.4,0,84,4,2/35,21.00,8.68,14.5,0,0
952,A Kirschbaum (Arg),2021-2021,6,6,18.1,0,136,4,1/21,34.00,7.48,27.2,0,0
953,S Kizilkaya (TKY),2019-2019,4,4,9.0,0,74,4,2/9,18.50,8.22,13.5,0,0
954,V Kohli (INDIA),2010-2022,97,12,24.2,0,198,4,1/13,49.50,8.13,36.5,0,0
955,Kuldeep Lal (ESP),2019-2021,11,6,13.0,0,135,4,2/33,33.75,10.38,19.5,0,0
956,GA Lamb (ZIM),2010-2010,5,5,12.1,0,80,4,2/14,20.00,6.57,18.2,0,0
957,A Lark (Aut),2019-2019,5,4,11.0,0,55,4,3/20,13.75,5.00,16.5,0,0
958,E Leie (SA),2015-2015,2,2,6.0,0,48,4,3/16,12.00,8.00,9.0,0,0
959,J Lewis (ENG),2005-2007,2,2,7.0,0,55,4,4/24,13.75,7.85,10.5,1,0
960,ML Lewis (AUS),2006-2006,2,2,7.3,0,49,4,2/18,12.25,6.53,11.2,0,0
961,CJ McKay (AUS),2010-2013,6,6,22.4,1,183,4,2/24,45.75,8.07,34.0,0,0
962,HV Mandhyan (HUN),2021-2021,4,4,16.0,0,106,4,3/33,26.50,6.62,24.0,0,0
963,SW Masakadza (ZIM),2010-2013,7,7,19.3,0,211,4,2/39,52.75,10.82,29.2,0,0
964,GE Mathurin (WI),2011-2012,3,3,10.0,0,65,4,3/9,16.25,6.50,15.0,0,0
965,Mehidy Hasan Miraz (BAN),2017-2018,13,13,36.0,0,330,4,2/31,82.50,9.16,54.0,0,0
966,Mohameed Taiwo (NGA),2019-2021,11,11,36.0,0,282,4,1/16,70.50,7.83,54.0,0,0
967,Mohammad Ahsan (KUW),2019-2019,6,6,20.0,0,192,4,2/31,48.00,9.60,30.0,0,0
968,Mohammad Kamran (ESP),2022-2022,4,4,15.0,0,74,4,2/19,18.50,4.93,22.5,0,0
969,Mohammad Kashif (NED),2010-2010,3,3,7.0,0,55,4,2/28,13.75,7.85,10.5,0,0
970,PL Mommsen (SCOT),2012-2016,24,7,23.0,0,164,4,1/23,41.00,7.13,34.5,0,0
971,Mohsin Khan (HKG),2020-2020,3,3,9.0,0,72,4,3/37,18.00,8.00,13.5,0,0
972,G Mubiru (UGA),2021-2021,3,3,9.0,0,48,4,2/13,12.00,5.33,13.5,0,0
973,C Munro (NZ),2012-2020,65,12,19.4,0,186,4,1/12,46.50,9.45,29.5,0,0
974,N M'shangwe (ZIM),2013-2014,5,5,16.0,0,142,4,2/33,35.50,8.87,24.0,0,0
975,Nawroz Mangal (AFG),2010-2017,32,6,10.0,0,80,4,3/23,20.00,8.00,15.0,0,0
976,Nazril Rahman (MAL),2019-2020,11,9,19.0,0,186,4,2/28,46.50,9.78,28.5,0,0
977,JO Ngoche (KENYA),2012-2013,7,7,24.0,0,140,4,2/31,35.00,5.83,36.0,0,0
978,Nizakat Khan (HKG),2014-2020,43,5,14.0,0,83,4,3/19,20.75,5.92,21.0,0,0
979,AA Noffke (AUS),2007-2008,2,2,7.3,1,41,4,3/18,10.25,5.46,11.2,0,0
980,Nooruddin Mujadady (GER),2021-2021,5,4,13.0,0,134,4,2/60,33.50,10.30,19.5,0,0
981,E Ochieng (KENYA),2019-2021,8,7,20.0,0,162,4,1/7,40.50,8.10,30.0,0,0
982,LN Onyango (KENYA),2007-2010,5,5,13.0,0,128,4,2/17,32.00,9.84,19.5,0,0
983,A Orfila (GIBR),2019-2021,5,5,15.0,0,135,4,2/34,33.75,9.00,22.5,0,0
984,Osama Mahmood (SUI),2021-2021,4,4,14.0,1,97,4,3/39,24.25,6.92,21.0,0,0
985,KJ Patel (SEY),2021-2021,6,6,22.1,0,148,4,2/16,37.00,6.67,33.2,0,0
986,MM Patel (INDIA),2011-2011,3,3,10.0,0,86,4,2/25,21.50,8.60,15.0,0,0
987,VD Philander (SA),2007-2007,7,6,13.5,0,114,4,2/23,28.50,8.24,20.7,0,0
988,S Pillai (CRC),2019-2019,3,3,8.4,0,56,4,3/14,14.00,6.46,13.0,0,0
989,R Powell (WI),2017-2022,39,7,14.0,0,123,4,2/31,30.75,8.78,21.0,0,0
990,Qais Ahmad (AFG),2020-2022,2,2,6.0,0,46,4,3/25,11.50,7.66,9.0,0,0
991,Qudratullah Mir Afzail (SWE),2021-2021,6,6,15.5,0,95,4,3/28,23.75,6.00,23.7,0,0
992,Ravi Bishnoi (INDIA),2022-2022,4,4,16.0,0,108,4,2/17,27.00,6.75,24.0,0,0
993,S Rossi (Arg),2019-2019,5,3,6.5,2,21,4,2/15,5.25,3.07,10.2,0,0
994,DR Sams (AUS),2020-2022,7,7,20.5,0,210,4,2/40,52.50,10.08,31.2,0,0
995,O Sam Arthur (CRC),2019-2019,3,3,9.0,0,76,4,2/21,19.00,8.44,13.5,0,0
996,A Sathya (Mex),2019-2019,3,3,11.3,0,76,4,2/32,19.00,6.60,17.2,0,0
997,CP Schofield (ENG),2007-2007,4,4,12.5,0,92,4,2/15,23.00,7.16,19.2,0,0
998,Shagharai Sefat (Belg),2021-2021,2,2,6.0,0,46,4,3/33,11.50,7.66,9.0,0,0
999,Shahadat Hossain (BAN),2006-2013,6,6,20.0,0,198,4,2/22,49.50,9.90,30.0,0,0
1000,NK Shetty (Mex),2019-2019,2,2,8.0,0,42,4,3/17,10.50,5.25,12.0,0,0
1001,Shoaib Ali (Saudi),2019-2020,8,7,21.3,0,183,4,2/25,45.75,8.51,32.2,0,0
1002,ED Silva (KUW),2021-2021,4,4,10.0,0,47,4,2/15,11.75,4.70,15.0,0,0
1003,LA Simango (MOZ),2019-2021,7,5,12.1,0,103,4,2/20,25.75,8.46,18.2,0,0
1004,M Simpson-Parker (Aut),2019-2021,10,5,7.0,0,58,4,2/6,14.50,8.28,10.5,0,0
1005,K Sinclair (WI),2021-2021,6,6,18.0,0,150,4,2/23,37.50,8.33,27.0,0,0
1006,Sohag Gazi (BAN),2012-2015,10,10,35.0,1,299,4,1/28,74.75,8.54,52.5,0,0
1007,CB Sole (SCOT),2017-2021,7,7,26.0,0,221,4,2/38,55.25,8.50,39.0,0,0
1008,MWR Stokes (GUE),2019-2022,13,4,12.0,1,74,4,2/16,18.50,6.16,18.0,0,0
1009,AO Suji (KENYA),2007-2010,8,6,16.1,1,116,4,2/23,29.00,7.17,24.2,0,0
1010,Surya Anand (DEN),2021-2021,8,6,18.0,0,90,4,2/22,22.50,5.00,27.0,0,0
1011,Syed Rasel (BAN),2007-2008,8,8,29.0,2,202,4,1/10,50.50,6.96,43.5,0,0
1012,T Taylor (Caym),2019-2022,10,8,21.0,0,161,4,1/17,40.25,7.66,31.5,0,0
1013,TG Thamae (LES),2021-2021,5,4,10.0,0,85,4,2/19,21.25,8.50,15.0,0,0
1014,KK Tillett (Blz),2021-2021,5,3,5.2,0,74,4,3/24,18.50,13.87,8.0,0,0
1015,AJ Turner (AUS),2017-2021,18,6,13.0,0,82,4,2/12,20.50,6.30,19.5,0,0
1016,A Uniyal (Chile),2019-2019,3,3,9.0,1,59,4,3/17,14.75,6.55,13.5,0,0
1017,Usman Khan (Fran),2021-2021,4,4,13.0,0,83,4,3/28,20.75,6.38,19.5,0,0
1018,DV Varghese (BUL),2020-2021,13,12,24.5,0,290,4,1/7,72.50,11.67,37.2,0,0
1019,TCW Veillard (GUE),2019-2019,4,4,16.0,0,93,4,1/15,23.25,5.81,24.0,0,0
1020,Vichanath Singh (THAI),2019-2020,8,7,22.5,1,152,4,1/15,38.00,6.65,34.2,0,0
1021,BV Vitori (ZIM),2012-2016,11,11,39.4,0,323,4,1/24,80.75,8.14,59.5,0,0
1022,Waqar Abbasi (ROM),2020-2021,3,3,11.0,0,79,4,2/30,19.75,7.18,16.5,0,0
1023,K Weeraratne (SL),2008-2009,5,5,15.0,0,126,4,4/19,31.50,8.40,22.5,1,0
1024,CM Wright (SCOT),2007-2009,3,2,5.0,0,49,4,3/29,12.25,9.80,7.5,0,0
1025,Yasir Mehmood (CYP),2021-2021,4,4,12.0,0,83,4,3/32,20.75,6.91,18.0,0,0
1026,Zain Ul Abidin (Saudi),2021-2021,4,4,13.0,0,82,4,2/22,20.50,6.30,19.5,0,0
1027,C Zavoiu (ROM),2019-2021,11,3,2.3,0,18,4,3/4,4.50,7.20,3.7,0,0
1028,V Zimonjic (SRB),2021-2021,4,4,13.0,1,110,4,2/27,27.50,8.46,19.5,0,0
1029,Aarif Sheikh (NEPAL),2018-2022,27,7,12.0,0,79,3,1/2,26.33,6.58,24.0,0,0
1030,Aaron Jones (USA),2019-2021,14,6,12.0,0,55,3,1/6,18.33,4.58,24.0,0,0
1031,Abdul Waheed (Saudi),2020-2021,7,2,3.0,0,13,3,2/11,4.33,4.33,6.0,0,0
1032,AS Abioye (NGA),2019-2019,5,4,10.0,0,87,3,2/26,29.00,8.70,20.0,0,0
1033,AR Adams (NZ),2005-2006,4,4,12.5,0,105,3,2/20,35.00,8.18,25.6,0,0
1034,AB Agarkar (INDIA),2006-2007,4,3,10.3,1,85,3,2/10,28.33,8.09,21.0,0,0
1035,Khalid Zahid (SWE),2021-2021,7,7,24.5,0,189,3,1/31,63.00,7.61,49.6,0,0
1036,Ahmadullah Shinwari (NOR),2021-2022,5,5,16.0,0,87,3,2/22,29.00,5.43,32.0,0,0
1037,Akif Raja (UAE),2021-2022,3,3,8.0,0,68,3,3/22,22.66,8.50,16.0,0,0
1038,S Appu (MLT),2019-2019,4,4,9.0,0,74,3,1/21,24.66,8.22,18.0,0,0
1039,Asad Mohammad (GER),2019-2021,11,10,29.0,0,191,3,2/23,63.66,6.58,58.0,0,0
1040,Ashish Rana (EST),2021-2021,4,3,7.0,0,48,3,3/14,16.00,6.85,14.0,0,0
1041,A Ashokan (CZK-R),2019-2021,13,10,22.5,0,217,3,1/12,72.33,9.50,45.6,0,0
1042,V Ateak (Ghana),2019-2019,4,3,11.0,0,94,3,2/36,31.33,8.54,22.0,0,0
1043,MS Aulakh (CAN),2012-2013,3,3,9.0,0,82,3,2/40,27.33,9.11,18.0,0,0
1044,Aziz Mohammad (Belg),2019-2021,6,5,17.0,0,117,3,1/13,39.00,6.88,34.0,0,0
1045,GG Banner (Blz),2019-2021,9,2,5.3,0,34,3,2/10,11.33,6.18,11.0,0,0
1046,S Bantzas (GRC),2019-2019,1,1,3.0,0,12,3,3/12,4.00,4.00,6.0,0,0
1047,F Behardien (SA),2012-2018,38,3,5.0,0,27,3,2/15,9.00,5.40,10.0,0,0
1048,SM Boland (AUS),2016-2016,3,3,11.0,0,90,3,3/26,30.00,8.18,22.0,0,0
1049,M Breban (GUE),2020-2020,1,1,4.0,0,24,3,3/24,8.00,6.00,8.0,0,0
1050,PR Brown (ENG),2019-2019,4,4,13.0,0,128,3,1/29,42.66,9.84,26.0,0,0
1051,P Buccimazza (PORT),2019-2021,7,4,13.0,0,86,3,2/18,28.66,6.61,26.0,0,0
1052,N Buckle (GUE),2019-2019,3,3,10.0,0,76,3,3/26,25.33,7.60,20.0,0,0
1053,T Bukenya (UGA),2020-2021,4,4,14.0,0,133,3,2/19,44.33,9.50,28.0,0,0
1054,CG Burnett (SCOT),2013-2013,1,1,4.0,0,18,3,3/18,6.00,4.50,8.0,0,0
1055,WAE Burton (SRB),2021-2021,4,3,7.2,0,79,3,3/29,26.33,10.77,14.6,0,0
1056,ML Castillo (Blz),2021-2021,5,3,12.0,1,79,3,2/20,26.33,6.58,24.0,0,0
1057,M Chauhan (Fin),2019-2019,2,2,8.0,1,38,3,2/16,12.66,4.75,16.0,0,0
1058,TLW Cooper (NED),2012-2016,18,9,17.0,0,132,3,2/18,44.00,7.76,34.0,0,0
1059,BCJ Cutting (AUS/World),2013-2017,7,7,21.0,0,215,3,1/18,71.66,10.23,42.0,0,0
1060,DC Drakes (WI),2021-2022,5,5,16.0,0,177,3,1/37,59.00,11.06,32.0,0,0
1061,A Dutt (NED),2021-2021,4,4,7.0,0,76,3,2/14,25.33,10.85,14.0,0,0
1062,RMS Eranga (SL),2012-2013,3,3,11.0,0,90,3,2/30,30.00,8.18,22.0,0,0
1063,L Evile (Samoa),2019-2019,4,4,12.0,1,67,3,1/0,22.33,5.58,24.0,0,0
1064,Farhan Ahmed (UAE),2016-2016,3,3,9.0,0,66,3,2/28,22.00,7.33,18.0,0,0
1065,Fawad Ahmed (AUS),2013-2013,2,2,8.0,0,68,3,3/25,22.66,8.50,16.0,0,0
1066,Fayaz Khan (GER),2021-2022,6,4,12.0,0,87,3,2/33,29.00,7.25,24.0,0,0
1067,ST Gabriel (WI),2013-2013,2,2,7.0,0,56,3,3/44,18.66,8.00,14.0,0,0
1068,CJ Gannon (USA),2019-2019,4,3,9.0,0,67,3,2/21,22.33,7.44,18.0,0,0
1069,D Gough (ENG),2005-2006,2,2,6.5,0,49,3,3/16,16.33,7.17,13.6,0,0
1070,TGJ Gruijters (NED),2012-2013,8,5,12.0,0,74,3,1/5,24.66,6.16,24.0,0,0
1071,HF Gurney (ENG),2014-2014,2,2,8.0,0,55,3,2/26,18.33,6.87,16.0,0,0
1072,AJ Hall (SA),2006-2006,2,2,8.0,0,60,3,3/22,20.00,7.50,16.0,0,0
1073,LHB Harrington-Myers (Caym),2019-2022,9,4,8.0,0,68,3,2/13,22.66,8.50,16.0,0,0
1074,SM Harwood (AUS),2007-2009,3,3,12.0,0,113,3,2/21,37.66,9.41,24.0,0,0
1075,Hayatullah Niazi (NOR),2019-2019,4,4,10.0,0,81,3,1/19,27.00,8.10,20.0,0,0
1076,J Hill (PHI),2019-2022,8,2,6.0,0,50,3,2/27,16.66,8.33,12.0,0,0
1077,J Hirschi (MLT),2019-2019,4,4,11.0,0,96,3,2/18,32.00,8.72,22.0,0,0
1078,Huzaifa Mohammed (PHI),2022-2022,5,5,17.5,0,159,3,1/21,53.00,8.91,35.6,0,0
1079,Ibrahim Rizan (Mald),2019-2021,12,8,17.1,0,137,3,1/16,45.66,7.98,34.3,0,0
1080,B Jagroo (Bhm),2021-2022,9,6,10.0,0,97,3,2/34,32.33,9.70,20.0,0,0
1081,YYM Jakda (LES),2021-2021,6,6,18.0,0,180,3,2/32,60.00,10.00,36.0,0,0
1082,D Jakiel (ZIM),2019-2019,2,2,7.0,0,44,3,2/27,14.66,6.28,14.0,0,0
1083,Jaweed Sadran (Aut),2021-2021,3,3,6.1,1,50,3,2/8,16.66,8.10,12.3,0,0
1084,GSNFG Jayasuriya (SL),2015-2020,18,11,22.5,0,213,3,1/11,71.00,9.32,45.6,0,0
1085,M Jele (),2021-2021,4,4,8.0,0,63,3,2/27,21.00,7.87,16.0,0,0
1086,NR Johns-Wickberg (SRB),2021-2021,4,3,7.0,0,58,3,3/19,19.33,8.28,14.0,0,0
1087,RR Joshi (CAN),2021-2022,3,3,8.0,1,41,3,1/4,13.66,5.12,16.0,0,0
1088,Kaleem Shah (MOZ),2019-2019,7,6,17.0,0,130,3,2/24,43.33,7.64,34.0,0,0
1089,SI Kamea (PNG),2022-2022,2,2,8.0,1,67,3,3/28,22.33,8.37,16.0,0,0
1090,D Kansonkho (MWI),2019-2021,13,9,22.0,0,185,3,1/15,61.66,8.40,44.0,0,0
1091,LP Kasturiarachchige (Aut),2021-2021,5,5,16.0,0,130,3,2/18,43.33,8.12,32.0,0,0
1092,E Katchay (CAN),2008-2008,4,4,10.0,0,71,3,1/18,23.66,7.10,20.0,0,0
1093,SKW Kelly (BMUDA),2008-2008,3,3,7.0,0,50,3,2/18,16.66,7.14,14.0,0,0
1094,P Kerai (KENYA),2019-2019,6,5,11.0,0,82,3,3/15,27.33,7.45,22.0,0,0
1095,J Kila (PNG),2019-2022,16,9,17.0,0,99,3,1/5,33.00,5.82,34.0,0,0
1096,AC Kose (TKY),2019-2019,4,2,8.0,0,116,3,2/62,38.66,14.50,16.0,0,0
1097,N Krishna (SEY),2021-2021,6,5,13.0,0,108,3,2/29,36.00,8.30,26.0,0,0
1098,DS Kulkarni (INDIA),2016-2016,2,2,8.0,0,55,3,2/23,18.33,6.87,16.0,0,0
1099,C Kyewuta (UGA),2021-2022,5,5,17.0,1,103,3,1/18,34.33,6.05,34.0,0,0
1100,CJ Langford (IOM),2020-2021,4,4,10.3,0,59,3,1/8,19.66,5.61,21.0,0,0
1101,NCK Liyanage (MAL),2019-2019,6,5,14.0,0,100,3,1/19,33.33,7.14,28.0,0,0
